Action,SKU,Product,Variation,Category,Location,Unit Selling Price,Current stock,Current Stock Value (By purchase price),Current Stock Value (By sale price),Potential profit,Total unit sold,Total Unit Transfered,Total Unit Adjusted,Custom Field1,Custom Field2,Custom Field3,Custom Field4
Product stock history,120369,SAMSUNG A04 4/64GB,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120370,SAMSUNG A14 128GB,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120371,SAMSUNG A14(4/64GB),,PHONES,ALAKAHIA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120373,SAMSUNG A33,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,IMSU CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,IMT CONNECT LITE,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,AIRPORT CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,28.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,OKIGWE HUB,"₦ 20,000.000 View group prices",2.0 UNIT(S),"₦ 28,800.000","₦ 40,000.000","₦ 11,200.000",10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,AWKA CONNECT / LITE,"₦ 20,000.000 View group prices",4.0 UNIT(S),"₦ 58,400.000","₦ 80,000.000","₦ 21,600.000",55.0 UNIT(S),26.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,55.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120374,TECNO 301,,PHONES,UNIZIK 2,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,9.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120375,TECNO 349,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120376,TECNO 350,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120378,TECNO 372,,PHONES,OWERRI 2 CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120379,TECNO 402,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120380,TECNO 454,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120381,TECNO 466,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120382,TECNO 474,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120383,TECNO 661,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120384,TECNO CAMON 17P 128/6,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120385,TECNO POP 2 +,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120386,TECNO POP 4 PRO,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120387,TECNO POP 7(2/64gb),,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120388,TECNO POP3,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120389,TECNO POP7 PRO (3/64GB),,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120390,TECNO POP7 PRO (4/64GB),,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120391,TECNO SPARK 10 (8/128),,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120393,TECNO SPARK 10C (4/128GB),,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120394,TECNO SPARK 10C (8/128GB),,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120395,TECNO SPARK 8C 64/2,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120396,TECNO SPARK 9T 4/128gb,,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,2.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120397,TECNO 313,,PHONES,IGWURUTA CONNECT POINT,"₦ 10,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120397,TECNO 313,,PHONES,OWERRI 2 CONNECT / LITE,"₦ 10,500.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120398,TECNO T349,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120399,TECNO T351,,PHONES,,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120400,TECNO T372,,PHONES,AWKA CONNECT / LITE,₦ 0.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,AIRPORT CONNECT POINT,₦ 100.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,"31,957.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,AWKA CONNECT / LITE,₦ 100.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,"31,500.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,ELELE CONNECT POINT,₦ 100.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,650.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,IGWURUTA CONNECT POINT,₦ 100.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,940.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,OKIGWE HUB,₦ 100.000 View group prices,"1,156.0 UNIT(S)",₦ 0.000,"₦ 115,600.000","₦ 115,600.000","40,944.0 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,ONITSHA 2 CONNECT LITE,₦ 100.000 View group prices,"1,015.0 UNIT(S)",₦ 0.000,"₦ 101,500.000","₦ 101,500.000","30,488.2 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,ALAKAHIA CONNECT / LITE,₦ 100.000 View group prices,0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,"46,036.0 UNIT(S)","1,400.0 UNIT(S)",0.0 UNIT(S),,,,
Product stock history,120467,MOMO - SOF,,MOMO,OWERRI 2 CONNECT / LITE,₦ 100.000 View group prices,500.0 UNIT(S),₦ 0.000,"₦ 50,000.000","₦ 50,000.000","46,752.7 UNIT(S)",0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,IMT CONNECT LITE,"₦ 15,000.000 View group prices",2.0 UNIT(S),"₦ 27,000.004","₦ 30,000.000","₦ 2,999.996",11.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ALVAN 1 CONNECT POINT,"₦ 15,000.000 View group prices",4.0 UNIT(S),"₦ 54,000.008","₦ 60,000.000","₦ 5,999.992",14.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,MBAITOLI CONNECT POINT,"₦ 15,000.000 View group prices",4.0 UNIT(S),"₦ 54,000.008","₦ 60,000.000","₦ 5,999.992",16.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ALVAN 2 CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,6.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,UNIZIK 2,"₦ 15,000.000 View group prices",2.0 UNIT(S),"₦ 27,000.004","₦ 30,000.000","₦ 2,999.996",25.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,IMSU CONNECT POINT,"₦ 15,000.000 View group prices",4.0 UNIT(S),"₦ 54,000.008","₦ 60,000.000","₦ 5,999.992",29.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,IGWURUTA CONNECT POINT,"₦ 15,000.000 View group prices",4.0 UNIT(S),"₦ 54,000.008","₦ 60,000.000","₦ 5,999.992",37.0 UNIT(S),2.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,OKO CONNECT POINT,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 13,500.002","₦ 15,000.000","₦ 1,499.998",15.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,EBU AWKA,"₦ 15,000.000 View group prices",14.0 UNIT(S),"₦ 189,000.028","₦ 210,000.000","₦ 20,999.972",76.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ASABA INPLANT,"₦ 15,000.000 View group prices",0.0 UNIT(S),"₦ 11,250.050",₦ 0.000,"₦ -11,250.050",71.0 UNIT(S),7.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ULI CONNECT POINT,"₦ 15,000.000 View group prices",2.0 UNIT(S),"₦ 27,000.004","₦ 30,000.000","₦ 2,999.996",11.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,IHIALA  CONNECT POINT,"₦ 15,000.000 View group prices",4.0 UNIT(S),"₦ 54,000.008","₦ 60,000.000","₦ 5,999.992",28.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,IGBARIAM CONNECT POINT,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 13,500.001","₦ 15,000.000","₦ 1,499.999",41.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ESUT CONNECT POINT,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 6,750.000","₦ 15,000.000","₦ 8,250.000",0.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,NEKEDE CONNECT LITE,"₦ 15,000.000 View group prices",5.0 UNIT(S),"₦ 67,500.005","₦ 75,000.000","₦ 7,499.995",19.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ULAKWO CONNECT POINT,"₦ 15,000.000 View group prices",2.0 UNIT(S),"₦ 27,000.004","₦ 30,000.000","₦ 2,999.996",1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,OKIGWE HUB,"₦ 15,000.000 View group prices",40.0 UNIT(S),"₦ 540,000.080","₦ 600,000.000","₦ 59,999.920",148.0 UNIT(S),150.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,OWERRI 2 CONNECT / LITE,"₦ 15,000.000 View group prices",112.0 UNIT(S),"₦ 1,512,000.224","₦ 1,680,000.000","₦ 167,999.776",721.0 UNIT(S),15.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,AIRPORT CONNECT POINT,"₦ 15,000.000 View group prices",10.0 UNIT(S),"₦ 135,000.020","₦ 150,000.000","₦ 14,999.980",284.0 UNIT(S),18.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ONITSHA 2 CONNECT LITE,"₦ 15,000.000 View group prices",89.0 UNIT(S),"₦ 1,323,000.196","₦ 1,335,000.000","₦ 11,999.804",624.0 UNIT(S),145.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,AWKA CONNECT / LITE,"₦ 15,000.000 View group prices",162.0 UNIT(S),"₦ 2,187,000.290","₦ 2,430,000.000","₦ 242,999.710",772.0 UNIT(S),107.0 UNIT(S),2.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ALAKAHIA CONNECT / LITE,"₦ 15,000.000 View group prices",182.0 UNIT(S),"₦ 3,280,500.608","₦ 2,730,000.000","₦ -550,500.608",662.0 UNIT(S),70.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,OANDO CONNECT POINT,"₦ 15,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,8.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,ELELE CONNECT POINT,"₦ 15,000.000 View group prices",7.0 UNIT(S),"₦ 94,500.014","₦ 105,000.000","₦ 10,499.986",22.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,UNIZIK 1,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 13,500.001","₦ 15,000.000","₦ 1,499.999",10.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,HEAD OFFICE,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 13,500.002","₦ 15,000.000","₦ 1,499.998",0.0 UNIT(S),55.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120468,MTN MIFI,,ACCESSORIES,STATE SEC CONNECT POINT,"₦ 15,000.000 View group prices",1.0 UNIT(S),"₦ 13,500.002","₦ 15,000.000","₦ 1,499.998",1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,IMSU CONNECT POINT,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,HEAD OFFICE,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),6.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,ALVAN 2 CONNECT POINT,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,UNIZIK 1,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,IGWURUTA CONNECT POINT,"₦ 40,000.000 View group prices",2.0 UNIT(S),"₦ 71,999.996","₦ 80,000.000","₦ 8,000.004",4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,ASABA INPLANT,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,29.0 UNIT(S),4.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,IHIALA  CONNECT POINT,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,6.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,EBU AWKA,"₦ 40,000.000 View group prices",5.0 UNIT(S),"₦ 161,999.994","₦ 200,000.000","₦ 38,000.006",6.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,UNIZIK 2,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,5.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,OKIGWE HUB,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,13.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,OWERRI 2 CONNECT / LITE,"₦ 40,000.000 View group prices",5.0 UNIT(S),"₦ 179,999.990","₦ 200,000.000","₦ 20,000.010",212.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,ULI CONNECT POINT,"₦ 40,000.000 View group prices",1.0 UNIT(S),"₦ 27,000.000","₦ 40,000.000","₦ 13,000.000",1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,AIRPORT CONNECT POINT,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,66.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,ONITSHA 2 CONNECT LITE,"₦ 40,000.000 View group prices",16.0 UNIT(S),"₦ 512,999.970","₦ 640,000.000","₦ 127,000.030",76.0 UNIT(S),50.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,AWKA CONNECT / LITE,"₦ 40,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,95.0 UNIT(S),11.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120469,MTN HYNET CAT 6,,ACCESSORIES,ALAKAHIA CONNECT / LITE,"₦ 40,000.000 View group prices",0.0 UNIT(S),"₦ 656,999.920",₦ 0.000,"₦ -656,999.920",153.0 UNIT(S),6.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,EBU AWKA,"₦ 20,000.000 View group prices",10.0 UNIT(S),"₦ 179,999.990","₦ 200,000.000","₦ 20,000.010",89.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,IMSU CONNECT POINT,"₦ 20,000.000 View group prices",1.0 UNIT(S),"₦ 17,999.999","₦ 20,000.000","₦ 2,000.001",10.0 UNIT(S),0.0 UNIT(S),1.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ONITSHA 2 CONNECT LITE,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,303.0 UNIT(S),30.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ASABA INPLANT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,25.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,OKO CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,3.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,UNIZIK 2,"₦ 20,000.000 View group prices",1.0 UNIT(S),"₦ 17,999.999","₦ 20,000.000","₦ 2,000.001",8.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,UNIZIK 1,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,7.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,HEAD OFFICE,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,0.0 UNIT(S),63.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,IHIALA  CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,4.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,IMT CONNECT LITE,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ULAKWO CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ELELE CONNECT POINT,"₦ 20,000.000 View group prices",1.0 UNIT(S),"₦ 17,999.999","₦ 20,000.000","₦ 2,000.001",9.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,STATE SEC CONNECT POINT,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,1.0 UNIT(S),0.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,ALAKAHIA CONNECT / LITE,"₦ 20,000.000 View group prices",29.0 UNIT(S),"₦ 629,999.959","₦ 580,000.000","₦ -49,999.959",455.0 UNIT(S),93.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,AWKA CONNECT / LITE,"₦ 20,000.000 View group prices",6.0 UNIT(S),"₦ 107,999.994","₦ 120,000.000","₦ 12,000.006",295.0 UNIT(S),18.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,AIRPORT CONNECT POINT,"₦ 20,000.000 View group prices",8.0 UNIT(S),"₦ 143,999.992","₦ 160,000.000","₦ 16,000.008",108.0 UNIT(S),19.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,OWERRI 2 CONNECT / LITE,"₦ 20,000.000 View group prices",5.0 UNIT(S),"₦ 89,999.995","₦ 100,000.000","₦ 10,000.005",461.0 UNIT(S),3.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,OKIGWE HUB,"₦ 20,000.000 View group prices",0.0 UNIT(S),₦ 0.000,₦ 0.000,₦ 0.000,39.0 UNIT(S),15.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,IGWURUTA CONNECT POINT,"₦ 20,000.000 View group prices",4.0 UNIT(S),"₦ 71,999.996","₦ 80,000.000","₦ 8,000.004",9.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
Product stock history,120470,MTN HYNET CAT 4,,ACCESSORIES,NEKEDE CONNECT LITE,"₦ 20,000.000 View group prices",2.0 UNIT(S),"₦ 35,999.998","₦ 40,000.000","₦ 4,000.002",4.0 UNIT(S),1.0 UNIT(S),0.0 UNIT(S),,,,
